Id,Type,Icon,Name,Note,X,Y,Latitude,Longitude
335,smugglers hideout,💪,"Minor Jetty","A small location along the Rusthinpact River to launch boats from sits here, along with a weary looking owner, willing to sell passage along the river.",2657.78,1105.93,-44.41,151.71
336,crimson  corsairs yard,🐗,"Horses migration","A huge group of horses are migrating, whether part of their annual routine, or something more extraordinary.",758.64,678.79,7.5,-79.1
337,crimson  corsairs yard,🐗,"Mules migration","A huge group of mules are migrating, whether part of their annual routine, or something more extraordinary.",1463.25,757.11,-2.02,6.53
338,crimson  corsairs yard,🐗,"Bisons migration","A huge group of bisons are migrating, whether part of their annual routine, or something more extraordinary.",751.36,808.99,-8.32,-79.99
339,crimson  corsairs yard,🐗,"Bisons migration","A huge group of bisons are migrating, whether part of their annual routine, or something more extraordinary.",2525.27,318.01,51.35,135.6
340,crimson  corsairs yard,🐗,"Ravens migration","A huge group of ravens are migrating, whether part of their annual routine, or something more extraordinary.",949.47,469.59,32.93,-55.91
341,crimson  corsairs yard,🐗,"Deer migration","A huge group of deer are migrating, whether part of their annual routine, or something more extraordinary.",1304.2,1010.93,-32.87,-12.8
342,crimson  corsairs yard,🐗,"Dogs migration","A huge group of dogs are migrating, whether part of their annual routine, or something more extraordinary.",802.08,515.94,27.29,-73.82
343,silk den,💃🏽,"Montascence exhibition","A exhibition has been organised at Montascence as a chance to gather the suspected revolutionaries of the area together to be merry, make alliances and scheme around the crisis.",2082.96,701.3,4.76,81.85
344,silk den,💃🏽,"Ironsper soiree","A soiree has been organised at Ironsper as a chance to gather the nobility of the area together to be merry, make alliances and scheme around the crisis.",2632.8,947.71,-25.18,148.67
345,crash site,🎯,"Peculiar mirage","This peculiar mirage has been luring travellers out of their way for eons.",994.55,1070.42,-40.1,-50.43
346,crash site,🎯,"Diaphanous mirage","This diaphanous mirage has been luring travellers out of their way for eons.",1208.65,1106.35,-44.47,-24.41
347,caves,🦇,"Aetrea Cave","The Aetrea Cave. Locals claim that it is a good spot to hid treasure.",2171.5,1199.21,-55.75,92.61
348,caves,🦇,"Fide Chasm","The Fide Chasm. Locals claim that it is totally empty.",1148.24,428.64,37.9,-31.75
349,caves,🦇,"Plugue Chasm","The Plugue Chasm. Locals claim that it is the home of strange monsters.",1493.14,575.96,20,10.16
350,caves,🦇,"Ture Chasm","The Ture Chasm. Locals claim that it is totally empty.",1517.53,1187.73,-54.36,13.13
351,caves,🦇,"Heartreign Grotto","The Heartreign Grotto. Locals claim that it is totally empty.",849.29,1310.59,-69.29,-68.08
352,reality warps,🌀,"Guergua Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1430.06,520.19,26.78,2.5
353,reality warps,🌀,"Gazvehpabad Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",530.46,1342.32,-73.14,-106.83
354,reality warps,🌀,"Abknasfe Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1737.92,314.28,51.8,39.91
355,reality warps,🌀,"Duluwayh Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1084.94,1053.25,-38.01,-39.44
356,reality warps,🌀,"Paaku Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",247.06,335.78,49.19,-141.27
357,reality warps,🌀,"Delgi Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",769.84,541,24.25,-77.74
358,reality warps,🌀,"Ignixa Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",393.11,916.72,-21.42,-123.52
359,reality warps,🌀,"Anjaw Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2382.05,1171.92,-52.43,118.2
360,reality warps,🌀,"Stone Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",906.92,210,64.48,-61.08
361,reality warps,🌀,"Brambe Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",53.69,366.23,45.49,-164.77
362,reality warps,🌀,"Windlascale Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",643.97,329.49,49.95,-93.04
363,reality warps,🌀,"Khourar Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",675.48,856.01,-14.04,-89.21
364,reality warps,🌀,"Canopybougho Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1849.8,210,64.48,53.51
365,reality warps,🌀,"Alok Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2364.46,292.75,54.42,116.06
366,reality warps,🌀,"Aydi Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2672.76,376.53,44.24,153.53
367,reality warps,🌀,"Puzhou Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2175.83,594.24,17.78,93.13
368,reality warps,🌀,"Nyla Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",431.73,1177.92,-53.16,-118.83
369,reality warps,🌀,"Hai Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1664.96,1257.85,-62.88,31.05
370,reality warps,🌀,"Luleana Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",278.67,1324.9,-71.03,-137.43
371,reality warps,🌀,"Yalaozoko Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2431.88,625.03,14.03,124.25
372,reality warps,🌀,"Albepeli Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2138.01,38.13,85.37,88.54
373,reality warps,🌀,"Nightwhis Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",785.42,129.82,74.22,-75.85
374,reality warps,🌀,"Scutainpe Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2659.28,716.86,2.87,151.89
375,reality warps,🌀,"Ironster Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2529.69,1183.24,-53.81,136.14
376,reality warps,🌀,"Paula Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",141.1,526.87,25.96,-154.15
377,reality warps,🌀,"Cade Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1836.13,213.66,64.03,51.85
378,reality warps,🌀,"Winder Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1488.83,129.21,74.3,9.64
379,reality warps,🌀,"Ukukuileha Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",71.42,130.02,74.2,-162.62
380,reality warps,🌀,"Celestix Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2153.43,1124.21,-46.64,90.41
381,reality warps,🌀,"Phu Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2012.09,1396.78,-79.76,73.23
382,reality warps,🌀,"Jangjuryepo Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",493.43,798.76,-7.08,-111.33
383,reality warps,🌀,"Heartswel Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",760.46,1287.08,-66.43,-78.88
384,reality warps,🌀,"Bobahar Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2328.17,67.31,81.82,111.65
385,reality warps,🌀,"Moalia Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",462.71,215.29,63.83,-115.07
386,reality warps,🌀,"Oceirawen Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1882.31,498.97,29.36,57.46
387,reality warps,🌀,"Naran Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",373.08,1391.2,-79.09,-125.96
388,reality warps,🌀,"Heartfury Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2138.37,710.65,3.63,88.58
389,reality warps,🌀,"Grumgul Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2411.27,140.79,72.89,121.75
390,reality warps,🌀,"Aloa Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",828.74,174.14,68.84,-70.58
391,reality warps,🌀,"Thuq Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1204.42,1189.22,-54.54,-24.92
392,reality warps,🌀,"Alaoba Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2721.51,845.68,-12.78,159.45
393,reality warps,🌀,"Grumrok Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2528.18,169.59,69.39,135.96
394,reality warps,🌀,"Scutainvio Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2720.01,532.53,25.28,159.27
395,reality warps,🌀,"Aukimao Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",319.32,469.03,32.99,-132.49
396,reality warps,🌀,"Hanzhou Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1879.75,988.56,-30.15,57.15
397,reality warps,🌀,"Urbah Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1361.48,1012.36,-33.04,-5.84
398,reality warps,🌀,"Sulad Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1587.91,661.23,9.63,21.68
399,reality warps,🌀,"Heartwarp Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",788.39,1344.67,-73.43,-75.49
400,reality warps,🌀,"Trab Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",969.49,679.83,7.37,-53.48
401,reality warps,🌀,"Balpyobaya Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2745.91,73.38,81.08,162.42
402,reality warps,🌀,"Mdiq Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1690.86,493.37,30.04,34.19
403,reality warps,🌀,"Hungshui Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",400.29,980.95,-29.22,-122.65
404,reality warps,🌀,"Mupet Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2284.8,972.06,-28.14,106.38
405,reality warps,🌀,"Gongshatsau Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",178.57,790.81,-6.11,-149.6
406,reality warps,🌀,"Ganji Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",729.4,1270.9,-64.46,-82.65
407,reality warps,🌀,"Pleieu Loc Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2196.73,1403.96,-80.64,95.67
408,reality warps,🌀,"Ijilmimzu Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1734.79,795.3,-6.66,39.53
409,reality warps,🌀,"Araydilma Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2663.84,1174.39,-52.73,152.44
410,reality warps,🌀,"Stanskirk Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1409.5,1481,-90,0
411,reality warps,🌀,"Scutainvia Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",403.15,655.75,10.3,-122.3
412,reality warps,🌀,"Heartrot Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",852.5,1419,-82.46,-67.69
413,reality warps,🌀,"Tagan Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2078.65,399.63,41.43,81.32
414,reality warps,🌀,"Kada Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2540.29,871.74,-15.95,137.43
415,reality warps,🌀,"Mavand Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",96.59,1361.91,-75.53,-159.56
416,reality warps,🌀,"Stormrike Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2005.69,1322.86,-70.78,72.46
417,reality warps,🌀,"Zagrimazi Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1050.42,337.86,48.94,-43.64
418,reality warps,🌀,"Kuinihi Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",639.22,190.82,66.81,-93.61
419,reality warps,🌀,"Glim Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1196.76,1162.13,-51.24,-25.85
420,reality warps,🌀,"Siukingsai Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",38.38,677.42,7.67,-166.64
421,reality warps,🌀,"Nila Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",414.9,268.28,57.39,-120.88
422,reality warps,🌀,"Grunkog Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2365.41,307.36,52.64,116.17
423,reality warps,🌀,"Demour Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1586.7,67.6,81.78,21.54
424,reality warps,🌀,"Canopymist Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1898.91,192.15,66.65,59.48
425,reality warps,🌀,"Sylphraris Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2081.95,1013.03,-33.12,81.72
426,reality warps,🌀,"Snow Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1468.37,237.71,61.11,7.15
427,reality warps,🌀,"Scutabiliavi Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",2707.07,692.41,5.84,157.7
428,reality warps,🌀,"Pyla Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",369.71,975.04,-28.51,-126.37
429,reality warps,🌀,"Urinlude Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",925.19,1419.74,-82.55,-58.86
430,reality warps,🌀,"Zrinenib Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1980.1,90.81,78.96,69.35
431,reality warps,🌀,"Mdiq Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",1328.5,748.24,-0.94,-9.84
432,reality warps,🌀,"Oisatehon Portal","An element of the magic portal system connecting major city. The portals were installed centuries ago, but still work fine.",785.95,1144.09,-49.05,-75.78
433,sumpkin turtle train route,🎆,"Interdimensional Rift","A rumoured interdimensional rift in this area is causing nearby plants to wither and decay.",2648.91,199.58,65.74,150.63
434,sumpkin turtle train route,🎆,"Interdimensional Rift","A rumoured interdimensional rift in this area is causing cracks in reality itself to form.",1409.25,1310.24,-69.25,-0.03
435,sumpkin turtle train route,🎆,"Subterranean Rift","A rumoured subterranean rift in this area is causing all known nearby beings to flee in terror.",2537.72,578.12,19.74,137.12
436,sumpkin turtle train route,🎆,"Subterranean Rift","A rumoured subterranean rift in this area is causing an emmissary to step through with an all-powerful relic.",140.38,310.9,52.21,-154.24
437,sumpkin turtle train route,🎆,"Subterranean Rift","A rumoured subterranean rift in this area is causing cracks in reality itself to form.",1474.64,822.11,-9.92,7.92
438,sumpkin turtle train route,🎆,"Abyssal Rift","A rumoured abyssal rift in this area is causing cracks in reality itself to form.",2440.48,172.59,69.02,125.3
439,sumpkin turtle train route,🎆,"Interdimensional Rift","A rumoured interdimensional rift in this area is causing all known nearby beings to flee in terror.",1663.2,1418.6,-82.42,30.83
440,sumpkin turtle train route,🎆,"Cataclysmic Rift","A rumoured cataclysmic rift in this area is causing an emmissary to step through with an all-powerful relic.",890.67,770.57,-3.65,-63.05
441,sumpkin turtle train route,🎆,"Interdimensional Rift","A rumoured interdimensional rift in this area is causing nearby plants to wither and decay.",1779.31,151.02,71.65,44.94
442,sumpkin turtle train route,🎆,"Demonic Rift","A rumoured demonic rift in this area is causing an emmissary to step through with an all-powerful relic.",2267.7,299.86,53.56,104.3
443,sumpkin turtle train route,🎆,"Cataclysmic Rift","A rumoured cataclysmic rift in this area is causing nearby plants to wither and decay.",2263.87,282.46,55.67,103.83
444,sumpkin turtle train route,🎆,"Cosmic Rift","A rumoured cosmic rift in this area is causing an emmissary to step through with an all-powerful relic.",2418.3,518.5,26.98,122.6
445,sumpkin turtle train route,🎆,"Abyssal Rift","A rumoured abyssal rift in this area is causing nearby plants to wither and decay.",1348.3,1085.36,-41.91,-7.44
446,sumpkin turtle train route,🎆,"Subterranean Rift","A rumoured subterranean rift in this area is causing cracks in reality itself to form.",635.65,109.48,76.69,-94.05
447,sumpkin turtle train route,🎆,"Cosmic Rift","A rumoured cosmic rift in this area is causing cracks in reality itself to form.",1177.21,533.39,25.17,-28.23
448,sumpkin turtle train route,🎆,"Cataclysmic Rift","A rumoured cataclysmic rift in this area is causing all known nearby beings to flee in terror.",258,1346.3,-73.63,-139.94
449,sumpkin turtle train route,🎆,"Ancient Rift","A rumoured ancient rift in this area is causing nearby plants to wither and decay.",2730.83,778.34,-4.6,160.58
450,sumpkin turtle train route,🎆,"Abyssal Rift","A rumoured abyssal rift in this area is causing cracks in reality itself to form.",991.87,126.64,74.61,-50.76
451,sumpkin turtle train route,🎆,"Cosmic Rift","A rumoured cosmic rift in this area is causing an emmissary to step through with an all-powerful relic.",1075.52,403.71,40.93,-40.59
452,sumpkin turtle train route,🎆,"Ancient Rift","A rumoured ancient rift in this area is causing swarms of foes to spill forth.",822.15,835.61,-11.56,-71.38
453,sumpkin turtle train route,🎆,"Interdimensional Rift","A rumoured interdimensional rift in this area is causing an emmissary to step through with an all-powerful relic.",2467.48,106.93,77,128.58
454,sumpkin turtle train route,🎆,"Abyssal Rift","A rumoured abyssal rift in this area is causing an emmissary to step through with an all-powerful relic.",356.7,1165.84,-51.7,-127.95
455,sumpkin turtle train route,🎆,"Ancient Rift","A rumoured ancient rift in this area is causing swarms of foes to spill forth.",711.65,1128.28,-47.13,-84.81
456,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",1612.64,635.96,12.71,24.69
457,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",1640.8,1287.9,-66.53,28.11
458,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",916.1,702.69,4.6,-59.96
459,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",887.85,202.66,65.37,-63.4
460,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",867.5,1040.73,-36.49,-65.87
461,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",1533.59,366.39,45.47,15.08
462,ancient flesh lathes,💀,"Disturbed Burial","A burial site has been disturbed in this area, causing the dead to rise and attack the living.",1551.48,52.07,83.67,17.26
463,magisters necropolises,🪦,"Heartrot Crypt","A sprawling necropolis built within a labyrinthine network of catacombs. Its halls are lined with countless alcoves, each housing the remains of the departed, while the distant sound of rattling bones fills the air.",1239.3,1392.7,-79.27,-20.68
464,magisters necropolises,🪦,"Thunwasp Cemetery","A foreboding necropolis perched atop a jagged cliff, overlooking a desolate wasteland. Its towering walls harbor restless spirits, and the imposing gates bear the marks of countless battles and ancient curses.",1804.14,1017.98,-33.72,47.96
465,magisters necropolises,🪦,"Vebironcrus Necropolis","This ethereal necropolis seems suspended between the realms of the living and the dead. Wisps of mist dance around the tombstones, while haunting melodies linger in the air, commemorating the departed.",1782.95,1311.33,-69.38,45.39
466,magisters necropolises,🪦,"Starflight Graveyard","A desolate necropolis where an eerie stillness reigns. Time seems frozen amidst the decaying mausoleums, and the silence is broken only by the whispers of the wind and the rustle of tattered banners.",618.09,365.49,45.58,-96.18
467,magisters necropolises,🪦,"Heartrot Necropolis","A foreboding necropolis perched atop a jagged cliff, overlooking a desolate wasteland. Its towering walls harbor restless spirits, and the imposing gates bear the marks of countless battles and ancient curses.",1370.41,776.01,-4.32,-4.75
468,magisters necropolises,🪦,"Heartshroury Crypt","A desolate necropolis where an eerie stillness reigns. Time seems frozen amidst the decaying mausoleums, and the silence is broken only by the whispers of the wind and the rustle of tattered banners.",1296.32,1041.74,-36.61,-13.76
469,magisters necropolises,🪦,"Primrolethe Tomb","A sprawling necropolis built within a labyrinthine network of catacombs. Its halls are lined with countless alcoves, each housing the remains of the departed, while the distant sound of rattling bones fills the air.",1748.1,1145.4,-49.21,41.15
470,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/15225"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",2469.16,644.77,11.63,128.78
471,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/31390"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",923.26,1301.55,-68.19,-59.09
472,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/31042"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1630.39,1282.15,-65.83,26.85
473,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/14193"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",2160.47,610.77,15.77,91.27
474,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/31758"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",794.85,1318.9,-70.3,-74.7
475,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/21621"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1048.37,901.19,-19.53,-43.89
476,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/23415"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",977.69,972.42,-28.19,-52.48
477,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/13576"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",624.8,583.16,19.12,-95.37
478,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/30655"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1715.53,1263.26,-63.54,37.19
479,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/3479"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1851.5,181.5,67.94,53.72
480,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/13417"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1372.59,576.45,19.94,-4.49
481,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/8796"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",273.34,395.08,41.98,-138.08
482,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/24263"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",2132.79,1002.84,-31.88,87.9
483,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/7288"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1858.48,335.75,49.19,54.57
484,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/2213"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",2351.7,128.1,74.43,114.51
485,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/17696"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",911.12,748.07,-0.92,-60.57
486,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/20151"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",1882.11,840.36,-12.14,57.44
487,mandate of the chain hall,🧙,"Random encounter","<div>You have encountered a character.</div><iframe src=""https://deorum.vercel.app/encounter/18695"" width=""375"" height=""600"" sandbox=""allow-scripts allow-same-origin allow-popups""></iframe>",251.48,791.87,-6.24,-140.74
